href,politicalParty,nameGiven,nameFamily,nameFull,title,terms,address,phone,website,twitterHandle,nameMiddle
http://www.naag.org/naag/attorneys-general/whos-my-ag/new_york/eric-schneiderman.php,D,Eric,Schneiderman,Eric Schneiderman,New York,"Elected: 2010, 2014","Dept. of Law - The Capitol, 2nd fl., Albany, NY 12224",(518) 474-7330,http://www.ag.ny.gov/,"Eric T. Schneiderman was elected the 65th attorney general of New York state on Nov. 2, 2010. As attorney general, Schneiderman is the highest ranking law enforcement officer for the state, responsible for representing New York and its residents in legal matters. Schneiderman has worked to restore the public’s faith in its public and private sector institutions by focusing on areas including public integrity, economic justice, social justice and environmental protection.

In his first weeks in office, Attorney General Schneiderman launched a new ""Taxpayer Protection Bureau"" to root out fraud and return money illegally stolen from New York taxpayers at no additional cost to the state, an initiative which has yielded significant returns to date, as a result of its investigations. He has also bolstered the Attorney General’s Medicaid Fraud Control Unit, which has already recovered tens of millions of dollars for taxpayers on his watch. As part of his effort to crack down on corruption and restore the public’s trust in government, Schneiderman launched a groundbreaking initiative expanding his office’s authority to investigate public corruption involving taxpayer funds by partnering with the state Comptroller. In addition, the Attorney General appointed public integrity officers in every region of the state to give New Yorkers a place to go to report complaints of government corruption without the fear of local politics influencing the outcome.

A hallmark of Attorney General Schneiderman’s tenure has been standing up to powerful interests on behalf of everyday New Yorkers. The attorney general has taken a leading role in the national fight for a comprehensive investigation of misconduct in the mortgage market, and for a fair settlement for homeowners that holds banks accountable for their role in the foreclosure crisis, provides meaningful relief to homeowners and investors, and allows a full airing out of the facts to ensure that abuses of this scale never happen again.

In addition, in his first year in office Attorney General Schneiderman has filed a legal challenge to the discriminatory Defense of Marriage Act (DOMA) to compel the federal government to treat all New York State marriages equally; joined a Justice Department lawsuit to block AT&T’s proposed acquisition of T-Mobile because it would violate federal antitrust laws and damage competition in both New York and national wireless markets; sued federal regulators to force a health and environmental impact review of proposed gas drilling in the Delaware River Basin; and challenged the Indian Point nuclear power plant’s practices related to high-level radioactive waste storage, earthquake preparedness and fire safety, to name a few of the office's many acts on behalf of New Yorkers. Attorney General Schneiderman has also kept our streets safe by shutting down multiple statewide narcotics rings, including the largest heroin operation in Buffalo history – a statewide drug trafficking pipeline from New York City to Western New York.

As the state’s top law enforcement officer, Attorney General Schneiderman brings with him a wealth of experience, in both the public and private sectors. Before becoming attorney general, Schneiderman was praised as a leading reformer in the state Senate by numerous editorial pages and good government organizations across New York. Among his many legislative accomplishments, Schneiderman passed sweeping ethics reforms, chaired the committee to expel a corrupt senator for the first time in modern history, led the effort to reform the draconian Rockefeller drug laws, cracked down on health insurance companies seeking to deny coverage to vulnerable New Yorkers, and enacted the toughest law in the nation to root out fraud against taxpayers.

The attorney general previously spent 15 years in private practice as an attorney, and later as a partner, at the firm of Kirkpatrick and Lockhart, where he handled complex litigation. He was also a public interest lawyer for many years, representing taxpayers in historic lawsuits against the Metropolitan Transportation Authority (MTA), tenants trying to evict drug dealers from their buildings, and women seeking access to health clinics.

Attorney General Schneiderman graduated from Amherst College in 1977 and Harvard Law School in 1982. He is the proud father of a daughter, Catherine.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/north_carolina/roy-cooper.php,D,Roy,Cooper,Roy Cooper,North Carolina,"Elected: 2000, 2004, 2008, 2012","Dept. of Justice, P.O.Box 629, Raleigh, NC 27602-0629",(919) 716-6400,http://www.ncdoj.gov/ ,,
http://www.naag.org/naag/attorneys-general/whos-my-ag/north_dakota/wayne-stenehjem.php,R,Wayne,Stenehjem,Wayne Stenehjem,North Dakota,"Elected: 2000, 2004, 2006, 2010, 2014","State Capitol, 600 E. Boulevard Ave., Bismarck, ND 58505-0040",(701) 328-2210,http://www.ag.state.nd.us,"Attorney General Wayne Stenehjem was born in Mohall, N.D. He graduated from the University of North Dakota and received his law degree from the UND School of Law in 1977. He is married to Beth Bakke Stenehjem and has a son, Andrew. 

Stenehjem was elected to the North Dakota House of Representatives in 1976, serving for two terms until his election to the North Daokta Senate in 1980. He served for 20 years in the Senate until his election to the Office of Attorney General. Stenehjem served on the Judiciary Committee throughout his tenure in the Legislature, and was Chairman of the Senate Judiciary Committee from 1995-2000. He was elected President Pro Tempore of the Senate for the 1999 Legislative Session. In January 2001, Stenehjem was sworn in as the state’s 29th attorney general. He was reelected in 2004, 2006, 2010, and 2014.

Since taking office Wayne has:

Attorney General Stenehjem is a member of numerous boards and commissions, including the Board of University and School Lands, Industrial Commission(which oversees all state-owned industries including the Bank of North Dakota and the State Mill and Elevator), Drug and Alcohol Commission (chair), Judicial Council and Pardon Advisory Board. 

He was named one of Ten Outstanding Legislators in the United States by the Association of Government Employees, and is the recipient of “Champion of the People’s Right to Know” award; SBAND Legislative Service Award; “Friend of Psychology” award; the 2005 North Dakota Peace Officer’s Association’s Lone Eagle Award, was inducted into the Scandinavian American Hall of Fame in 2007, and was named the 2011 Bismarck State College Alumnus of the Year. An Eagle Scout since 1968, Stenehjem was honored with the Distinguished Eagle Scout Award in 2013.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/northern_mariana_islands/edward-manibusan.php,,Edward,Manibusan,Edward Manibusan,Northern Mariana Islands,Elected: 2014,"Administration Building, P.O. Box 10007, Saipan MP 96950-8907",(670) 664-2341,http://oagcnmi.net/sec.asp?secID=1,"Edward Eladio Manibusan is an experienced lawyer and former judge. In addition to his busy practice, he currently serves as civilian aide to the Secretary of the Army, Department of the Army, Washington, D.C., and serves as the chairman of the Judicial Discipline Enforcement Special Court of Guam.

Ed has worked on many high profile matters and possesses a broad array of experience. He has handled regulatory issues, civil rights actions, fraud and abuse investigations, legislative review, and strategic counseling. As a former head of the Department of Public Safety, he was trained in Quantico, Va., at the FBI academy, and has special insight into the relationship between the Department of Public Safety and the Attorney General's Office.

As a former judge of the Superior Court; former justice pro tem of the CNMI Supreme Court and Supreme Court of Guam; and former US District Court judge designate, Ed understands the judicial process, and the role of the prosecutor. His training has included the National Judicial College and the National College of District Attorneys. 

When he served as chairman of the Youth Advisory Council, Office of the Governor from 2006 - 2010, Ed worked to implement federal funding for criminal justice youth programs. He reviewed projects including youth community centers where kids could come after school to study, afterschool programs, and youth basketball programs. 

Ed has been happily married for 33 years to Del, and has three children and three grandchildren. He has served as pro bono legal counsel to the Diocese of Chalan Kanoa from 2004 to the present. Among some of his other community activities, he is the founder and president of the Northern Marianas Junior Golf League, and served on the Board of Directors of Mount Carmel School for many years.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/ohio/mike-dewine.php,R,Mike,DeWine,Mike DeWine,Ohio,"Elected: 2010, 2014","State Office Tower, 30 E. Broad St., Columbus, OH 43266-0410",(614) 466-4320,http://www.ohioattorneygeneral.gov/,"Ohio Attorney General Mike DeWine started his career as a county prosecutor. DeWine
had seen violent offenders get off with light sentences. Out of that
experience, he changed the law to add extra-time for those who use a gun to
commit a crime. He continued to protect victims through his work in the U.S
Congress, where he received numerous awards from victim rights organizations.
And, as Ohio lieutenant governor, DeWine worked to reform our parole system so
that violent offenders remained locked up.

In the U.S. Senate, I promoted the emerging DNA technology, establishing and expanding a truly national database for DNA, fingerprint, and ballistics information, so that violent offenders -- no matter where they traveled -- could be caught and
prosecuted.” DeWine specifically targeted funds to Ohio’s crime lab -- the
Bureau of Criminal Identification and Investigation -- to keep our families
safer.

While others were on the sidelines, Mike DeWine has, for over 30 years, fought to
protect the unborn. He was one of a handful of U.S. senators to lead the charge
to ban the horrific partial-birth abortion practice. DeWine wrote and pushed
for passage of the Unborn Victims of Violence Act, which for the first time,
created a federal law recognizing that an unborn child is a separate victim
when the mother is attacked. And, he wrote the “DeWine Amendment” each Congress to prohibit federal tax dollars from being used to pay for insurance to provide abortion coverage.

Michael DeWine was born on Jan. 5, 1947, in Springfield, Ohio, and grew up in Yellow Springs. He married his high school sweetheart Frances Struewing while both
were students at Miami University. After graduating from Miami, DeWine attended
Ohio Northern Law School, and was awarded his Juris Doctorate degree in 1972.
The DeWines have resided in Cedarville Township, Ohio since Mike graduated from
law school. They attend St. Paul’s Catholic Church and are the parents of eight
children: Patrick, Jill, Rebecca, John, Brian, Alice, Mark, and Anna. Fran and
Mike are now the grandparents of 15 grandchildren.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/oklahoma/scott-pruitt.php,R,Scott,Pruitt,Scott Pruitt,Oklahoma,"Elected: 2010, 2014","313 NE 21st Street, Oklahoma City, OK 73105 ",(405) 521-3921,http://www.oag.state.ok.us/,"Scott Pruitt was elected the attorney general of Oklahoma in November 2010. As attorney general, he is dedicated to fighting corruption, safeguarding Oklahoma’s vulnerable citizens, championing public safety measures to reduce violent crime and and protecting the interests of the state of Oklahoma and its citizens. Pruitt established Oklahoma’s first federalism unit to combat unwarranted regulation and overreach by the federal government. He is a national leader in the cause to restore the proper balance of power between the states and federal government, having served two terms as president of the Republican Attorneys General Association. Pruitt filed the first lawsuit challenging the implementation of the Affordable Care Act, and is a leading advocate against the EPA’s activist agenda. Before being elected attorney general, he served eight years in the Oklahoma state Senate where he was a leading voice for fiscal responsibility, religious freedom and pro-life issues. Pruitt and his wife, Marlyn, have been married 24 years and have two children, McKenna and Cade.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/oregon/ellen-rosenblum.php,D,Ellen,Rosenblum,Ellen F. Rosenblum,Oregon,"Appointed June 2012, Elected: November 2012","Justice Bldg., 1162 Court St., NE, Salem, OR 97301",503-378-6002,http://www.doj.state.or.us/,"A former federal prosecutor and state trial and appellate judge, Ellen Rosenblum was elected to a four-year term as Oregon's 17th attorney general in November 2012. She is the first woman to serve as Oregon attorney general. Ellen's priorities as attorney general include advocating for and protecting Oregon's most vulnerable, including especially its families and children, its seniors, Oregonians whose first language is not English, and students who have incurred significant education-related debt. She is committed to assisting district attorneys and local law enforcement in prosecuting complex crimes and has made internet and other crimes against children her highest priority. Ellen has been active in local and national organizations of lawyers, judges and attorneys general. She currently serves on the Executive Committee of the National Association of Attorneys General and she chairs the Conference of Western Attorneys General. She has served as secretary of the American Bar Association and currently co-chairs the ABA’s Section of State & Local Government Law’s committee devoted exclusively to state attorney general issues.",F.
http://www.naag.org/naag/attorneys-general/whos-my-ag/pennsylvania/kathleen-kane.php,D,Kathleen,Kane,Kathleen Kane,Pennsylvania,Elected: 2012,"1600 Strawberry Square, Harrisburg, PA 17120",(717) 787-3391,http://www.attorneygeneral.gov/,"Pennsylvania Attorney General Kathleen G. Kane was sworn in on Tuesday, January 15, 2013. Attorney General Kane is a veteran prosecutor with experience that spans from the crime scene to the courtroom.

As an Assistant District Attorney for Lackawanna County, Attorney General Kane worked on cases involving child abuse, prosecuting white-collar criminals and protecting senior citizens, among other areas of the law.

Recognized for her distinguished service, Attorney General Kane was selected to head up Lackawanna County's first Insurance Fraud Task Force.  In addition, she has contributed to pioneering law enforcement programs aimed at improving local communities.

Prior to her role as Assistant District Attorney in Lackawanna County, Attorney General Kane worked on civil litigation cases at Post & Schell, P.C. in Philadelphia.

Attorney General Kane is a graduate of the University of Scranton and Temple University School of Law, and lives with her husband Chris and two sons Christopher and Zach.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/puerto_rico/cesar-r.-miranda-rodriguez.php,,Cesar,Miranda-Rodriguez,Cesar R. Miranda-Rodriguez,Puerto Rico,Appointed: 2014,"PO Box 902192, San Juan, PR, 00902-0192",787-721-2900,http://www.justicia.gobierno.pr/,"Cesar Miranda Rodriguez Bio, Puerto Rico Attorney General

Puerto Rico Attorney General Cesar Miranda Rodriguez was appointed by the governor in January 2014. He has extensive experience as an academic, jurist, lawyer, businessman and public servant. Miranda Rodriguez has a BA in Business Administration with a concentration in Management and Accounting from the University of Puerto Rico, Rio Piedras, and a JD from Rutgers University in New Jersey. He was also professor and director of the School of Legal Assistance and associate dean of the School of Law of the University of Puerto Rico.

As a public servant, Miranda Rodriguez served as vice president of the Puerto Rico Telephone Company and deputy secretary of the Department of Justice during the administration of Governor Rafael Hernandez Colin. Also, from 2001 to 2004, he served as chief of staff during the incumbency of Sila Maria Calderon.

Miranda Rodriguez was also part of various legal commissions under the responsibility of Victor Pons as chief justice and a member of the Board of Directors of Community Trust Quarry.

Jan. 2014",R.
http://www.naag.org/naag/attorneys-general/whos-my-ag/rhode_island/peter-kilmartin.php,D,Peter,Kilmartin,Peter Kilmartin,Rhode Island,"Elected: 2010, 2014","150 S. Main St., Providence, RI 02903",(401) 274-4400,www.riag.ri.gov,"Peter F. Kilmartin was elected the 73rd attorney general of Rhode Island on Nov. 4, 2010, and re-elected in 2014. 

As a native Rhode Islander, Attorney General Kilmartin grew up in the city of Pawtucket where he attended neighborhood public schools. His mother and father taught him, as well as his three brothers, the importance of honesty, community and hard work at an early age.

After graduating from Tolman High School, Kilmartin decided that he wanted to protect and serve the community in which he grew up. In 1984, Attorney General Kilmartin enrolled in the police academy, and for 24 years, served his community as a member of the Pawtucket Police Department, starting as an officer on patrol, working his way up to becoming the officer in charge of prosecutions and retiring as a Captain.

Kilmartin earned his Bachelor of Arts degree from Roger Williams University, and later earned his Juris Doctorate at Roger Williams University School of Law. 

As a police officer, Kilmartin knew that he didn’t just want to protect the public, he wanted to be their advocate. He decided to run for state representative, and at the State House he fought to further the protection of Rhode Islanders for nearly 20 years.

As a state representative, Attorney General Kilmartin helped pass laws to protect children from predators, create a witness protection program, ban texting while driving, keep alcohol out of cars, put an end to pension abuses, strengthen domestic violence penalties and force health insurance companies to cover reconstructive surgery for women following breast cancer mastectomies.

Recognizing his devotion to fighting for the protection of every day Rhode Islanders, Kilmartin received numerous public service awards from a wide array of groups, including: Mothers Against Drunk Driving (MADD), After-School Alliance Plus, Justice Assistance, the Boys and Girls Club, Gateway Health Care and the Northern Rhode Island Chamber of Commerce.

Since being elected Attorney General, Kilmartin has continued to put Rhode Islanders’ safety and security as his number one priority. Kilmartin has strongly advocated for longer prison sentences and stiffer penalties for those who commit crimes. He successfully changed the state’s “Good Time” law, prohibiting those who commit heinous crimes against children to earn time off for good behavior while incarcerated. He has advocated for stronger stiffer sentences for those who illegally possess and use firearms, as well as those who engage in gang activity. 

Kilmartin has established specialized prosecution units that specialize in specific crimes and victims, including a Veteran’s Court with the goal of successfully rehabilitating veterans by diverting them from the traditional criminal justice system and providing them the tools they will need to lead a productive, law-abiding life. In addition, Kilmartin established a Child Abuse Unit, led by prosecutors, victim advocates and support staff, all trained to handle the emotional and psychological effects associated with physical and sexual abuse of children. He has been a leader in updating the state’s Internet safety laws, protecting children from online predators, and was the architect of the 2012 changes to the state’s Access to Public Records Act. 

Kilmartin serves in several leadership positions with the National Association of Attorneys General (NAAG), including liaison to the International Association of Prosecutors, chair for NAAG’s Eastern Region, co-chair for NAAG’s Consumer Protection Committee, and serves on the Criminal Law Committee, the Law Enforcement and Prosecutorial Relations Working Group, and Veterans Affairs Committee.

Kilmartin and his wife, Kristine, are actively involved in the community. Together, they founded the Pawtucket Arts Festival in 1999, which draws thousands of people from all across Southern New England to Pawtucket every year, serving as an economic and cultural boon to the Rhode Island economy.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/south_carolina/alan-wilson.php,R,Alan,Wilson,Alan Wilson,South Carolina,"Elected: 2010, 2014","Rembert C. Dennis Office Bldg., P.O.Box 11549, Columbia, SC 29211-1549",(803) 734-3970,http://www.scattorneygeneral.org,"Alan Wilson was elected South Carolina's 51st attorney general on Nov. 2, 2010, and took office on Jan. 12, 2011, becoming the nation's youngest attorney general.

This marks his third stint in the office. Previously, he served as a prosecution division intern under Charlie Condon and as an assistant attorney general under Henry McMaster.

As South Carolina's attorney general, Wilson is the state's chief prosecutor, chief securities officer, and the state's chief legal counsel. The office is comprised of more than 200 employees and nearly 75 attorneys who manage nearly 8,000 active case files.

Wilson has focused on keeping our families safe and defending the Constitution.

He has assembled an unprecedented coalition consisting of the Attorney General's Office, the State Law Enforcement Division, every sheriff, the Police Chief's Association, and all 16 solicitors. Together, they are actively advancing legislative priorities to ensure South Carolina is the safest place to live, work, and raise a family.

As attorney general, Wilson has defended the Constitution and the laws of this state even if it means challenging the federal government. He has protected South Carolina's right-to-work; helped lead the 26-state challenge to the federal health care mandate; and successfully safeguarded South Carolina's voter identification and immigration laws in court.

Today, he is actively engaged in state and federal litigation to provide safe harbor to South Carolina's ports, shield the state's energy interests at Yucca Mountain, as well as a constitutional challenge of Dodd-Frank.

Prior to his election, Wilson served as an assistant solicitor and as an assistant attorney general before entering private practice with the Columbia firm of Willoughby & Hoefer, P.A. He began his legal career working for the late Judge Marc H. Westbrook.

Growing up, public service was paramount in the Wilson house. Alan and his three brothers have all achieved the rank of Eagle Scout. All four presently serve our nation in uniform.

Wilson joined the National Guard immediately after graduating from college. He was called to serve in Iraq where he led troops through enemy fire and earned the Combat Action Badge. Today, he continues his military service by providing legal support for soldiers and assisting in the prosecution of military crimes as a Lt. Colonel in the Judge Advocate General Corps.

He is a graduate of Francis Marion University and the University of South Carolina School of Law. Wilson and his wife, Jennifer, have two young children, Michael and Anna Grace.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/south_dakota/marty-j.-jackley.php,R,Marty,Jackley,Marty J. Jackley,South Dakota,"Appointed: 2009, Elected: 2010, 2014","1302 East Highway 14, Suite 1, Pierre, SD 57501-8501",(605) 773-3215,http://atg.sd.gov/,"On Sept. 4, 2009, Marty J. Jackley was sworn in as the 30th attorney general for South Dakota. He serves as the chief law enforcement officer and legal advisor for the state. 

Marty was raised in Sturgis and graduated from the South Dakota School of Mines and Technology in 1992 with his Bachelor of Science degree in electrical engineering with Honors. He received his law degree from the University of South Dakota School of Law in 1995.

From 1995-97, Marty served as a law clerk for former Chief Judge Richard H. Battey in federal district court. Marty joined the Rapid City law firm of Gunderson, Palmer, Nelson, and Ashmore. As a partner, his practice areas focused on criminal law, civil and business litigation, construction/engineering law and real property disputes. At that time, he also served as a special assistant attorney general for South Dakota prosecuting controlled substance felonies. 

In 2006, Marty was appointed and unanimously confirmed by the U.S. Senate as U.S. attorney for South Dakota. During his tenure as U.S. attorney, the office efficiently prosecuted violent crime, drug trafficking and strengthening public safety and our joint task forces. Marty was named the South Dakota Prosecutor of the Year in 2008 from the South Dakota State’s Attorneys Association. 

As attorney general, Marty has a proven record of leading an office that protects families and is committed to crime prevention. South Dakota’s Internet Crimes Against Children Task Force proactively protects children from sexual predators, while South Dakota’s Child Abduction Response Team has received national certification for its ability to respond to a missing child emergency. The Attorney General’s Office has worked with the Legislature to strengthen the sex offender registry, and to develop a prescription drug monitoring program that emphasizes prevention over prosecution. South Dakota’s 24/7 Alcohol Sobriety and Monitoring Program has been extended across South Dakota and the nation. The sobriety program has reduced the likelihood for subsequent alcohol offenses and requires the offenders to pay all of the program costs. 

Marty presently serves as president of the National Association of Attorneys General, and is the former chair of the Conference of Western Attorneys General.

Marty and his wife Angela live in Pierre with their two children, Michael and Isabella.",J.
http://www.naag.org/naag/attorneys-general/whos-my-ag/tennessee/herbert-h.-slatery-iii.php,R,Herbert,III,"Herbert H. Slatery, III",Tennessee,"Appointed: October 1, 2014","425 5th Avenue North, Nashville, TN 37243",615-741-3491,http://www.tn.gov/attorneygeneral,"Herbert H. Slatery III was sworn in as the attorney general and reporter for the state of Tennessee on Oct. 1, 2014. He was appointed by the state Supreme Court to serve an eight-year term.

Prior to his appointment as attorney general and reporter, Attorney General Slatery served as counsel to Gov. Bill Haslam from 2011-2014. In addition to providing legal advice to the governor, he advised on judicial appointments, coordinated the legal affairs of the executive branch for the governor, assisted in the development and implementation of legislation, and reviewed requests for executive clemency and extradition.

Before joining the Haslam Administration, Attorney General Slatery was in private practice in Knoxville, Tenn., with Egerton, McAfee, Armistead & Davis, P.C., for whom he served as president from 1998 -2007, and chairman from 2008 through January 2011. He practiced in the areas of finance (both private and local government), corporate governance, capital formation, real estate, and acquisitions and sales of businesses.

Attorney General Slatery is a Knoxville native. He holds a bachelor's degree from the University of Virginia and law degree from the University of Tennessee. He and his wife, Cary, have two children, Frances and Harrison, who live in Knoxville.","H. Slatery,"
http://www.naag.org/naag/attorneys-general/whos-my-ag/texas/ken-paxton.php,R,Ken,Paxton,Ken Paxton,Texas,Elected: 2014,"Capitol Station, P.O.Box 12548, Austin, TX 78711-2548",(512) 463-2100,https://www.texasattorneygeneral.gov/,"Texas’ 51st attorney general, Ken Paxton, is known for his principled and uncompromising devotion to America’s founding values, and as a man who has demonstrated enormous political courage throughout his service to Texas.

The son of an Air Force veteran, General Paxton is a stalwart leader with an abiding passion and deep-seated respect for our U.S. Constitution.

While serving in both chambers of the Texas Legislature, General Paxton worked to protect the 10th Amendment, defending Texas’ state sovereignty. He co-sponsored and defended Texas’ Voter ID bill, and has been a prominent voice in the defense of religious liberty and the protection of the unborn.

A defender of our free enterprise system, General Paxton has worked to make Texas a beacon of economic prosperity, opposing burdensome government regulations that harm Texas jobs and stunt economic growth.

Ken Paxton was born Dec. 23, 1962, in Minot, N.D., while his father was stationed at Minot Air Force Base. He graduated from Baylor University, where he served as student body president, earning a Bachelor of Arts in psychology in 1985 and a Master of Business Administration in 1986.

In 1991, he earned a law degree from the University of Virginia School of Law, founded by Thomas Jefferson. After law school, he joined the firm of Strasburger & Price, LLP, and later served as in-house counsel for J.C. Penney Company.

First elected to the Texas House of Representatives in 2002, General Paxton represented House District 70 for 10 years, one of the fastest-growing regions in the state. In 2012, he was elected to the Texas State Senate, representing Senate District 8 in Collin and Dallas counties.

He met his wife Angela, a guidance counselor at Legacy Christian Academy in Frisco, while they were students at Baylor. The Paxtons have four children: Tucker, Abby, Mattie, and Katie. They are members of Prestonwood Baptist Church in Plano.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/utah/sean-reyes.php,R,Sean,Reyes,Sean Reyes,Utah,"Appointed: 2013, 2014","State Capitol, Rm. 236, Salt Lake City, UT 84114-0810",(801) 538-9600,http://attorneygeneral.utah.gov/,"Sean Reyes is the 21st attorney general for the state of Utah. In what has been coined a landslide victory, General Reyes received over 60 percent of the vote in the 2014 general election. On Jan. 5, 2014, at age 42, Reyes took the oath of office once again under officiator and Utah Supreme Court Associate Justice Thomas R. Lee. During his culturally diverse inauguration ceremony and speech, Reyes reaffirmed the Utah Attorney General’s Office (“AGO”) focus on returning to being a law office and not a political one; and on legal excellence, professionalism, and the AGO’s priority to defend the citizens, businesses and laws of Utah.

RESTORING PUBLIC TRUST
In just one year, Reyes has won back confidence in his office from leaders in politics, education, business, law and, most importantly, from Utah citizens. In the first months of his administration, by commissioning outside investigations and audits to shine a light on even the possibility of misconduct in the AGO, streamline budgets and expenditures, and improve infrastructure and client satisfaction, Reyes quickly reestablished credibility at the highest ranks of the office with an outstanding 90 percent client satisfaction audit result last fall. 

WIDE SPREAD SUPPORT
The AGO, under the Reyes Administration, has the support of mayors, councilmen and commissioners state wide and critical law enforcement relationships have been repaired with sheriffs, police chiefs and federal partners like ICE and the DEA. Among his peers in the legal community, Reyes has been applauded by county attorneys, judges and lawyers for focusing his office on the rule of law and not political agendas or special interests. 

CASES OF NATIONAL INTEREST
At the time of his first inauguration, several cases of national interest, including those regarding the definition of marriage, polygamy and immigration were awaiting his direction and leadership. While very emotional and potentially divisive in nature, Reyes has approached each case with the same sense of dignity, professionalism, exceptionalism, duty and respect that won him numerous awards and recognitions throughout his legal career including being named first-ever National Outstanding Young Lawyer by the ABA, a distinction bestowed on one lawyer out of millions nationwide. Along with many upgrades to infrastructure, technology and efficiencies to make his legal teams even better, he organized a Constitutional Law Section to support the Utah AGO with many of the critical issues it has already faced and is likely to face in the near future. 

POLITICAL SERVICE AT ALL LEVELS
In addition to his legal career and volunteer service, Reyes has been very involved in Utah politics. He has served as a county, state and national delegate for the Republican Party and a member of the State Central Committee (the governing body of the Utah Republican Party). He served several terms as a leader in his local precinct and was appointed by Governor John M. Huntsman and re-appointed by Governor Gary R. Herbert to serve as one of the youngest members of the prestigious Third District Judicial Nominating Commission. He spent several years on a National Congressional Commission started by President George W. Bush. Appointed by Congress and the president of the United States, Reyes conducted public hearings throughout the country to advise the Administration and Congress on Latino issues, including a National Museum of the American Latino.

FAMILY MATTERS
Reyes and his wife, Saysha, are the proud parents of six children between the ages of four and 16. In his free time, he enjoys playing morning basketball, coaching his kids in youth football, baseball, basketball, volleyball and soccer, taking walks or doing anything with Saysha, watching Sports Center, attending and speaking at Comic Cons, as well as cooking, shooting guns and watching mixed martial arts (now that his fighting days are over).",
http://www.naag.org/naag/attorneys-general/whos-my-ag/vermont/william-h.-sorrell.php,D,William,Sorrell,William H. Sorrell,Vermont,"Appointed: 1997 Elected: 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014","109 State St., Montpelier, VT 05609-1001",(802) 828-3173,http://www.atg.state.vt.us/,"A native and resident of Burlington, Vt., Attorney General William H. Sorrell graduated from the University of Notre Dame (AB, magna cum laude, 1970) and Cornell Law School (JD, 1974). Bill served as Chittenden County deputy state’s attorney from 1975-1977; Chittenden County State’s Attorney, 1977-78 and 1989-1992; engaged in private law practice at McNeil, Murray & Sorrell, 1978-1989; and served as Vermont’s secretary of administration, 1992-1997. As state’s attorney, he personally successfully prosecuted several significant matters, including the first case allowing the admissibility of DNA evidence in a Vermont state court and a 10-year-old homicide in which the victim’s body had never been found. In May of 1997 Governor Howard Dean appointed General Sorrell to fill the unexpired term of former Attorney General Jeffrey Amestoy, who had been named Vermont’s chief justice. Bill has been re-elected to full terms in November 1998, 2000, 2002, 2004, 2006, 2008, 2010 and 2012.

Bill served as the president of the National Association of Attorneys General (NAAG) from June of 2004 to June of 2005. Prior to his presidential year, he served as the chair of the NAAG Tobacco Committee and co-chair of its Consumer Protection Committee. In June of 2003 he was chosen by his fellow attorneys general to receive NAAG’s Kelley-Wyman Award, given annually to the “Outstanding Attorney General” who has done the most to further the goals of the nation’s attorneys general. In 2008 the American Legacy Foundation endowed in his name an annual lecture on Tobacco Issues. In 2009, the Vermont Medical Society recognized Bill as it's ""Citizen of the Year"" and for 2010, the National Humane Society recognized him for Humane Law Enforcement. Bill is Chair of the NAAG Mission Foundation Board; was formerly Chair of the Board of the American Legacy Foundation; has served on Vermont’s Judicial Nominating Board; as president of United Cerebral Palsy of Vermont; secretary of the Vermont Coalition of the Handicapped; and on the board of the Winooski Valley Park District.",H.
http://www.naag.org/naag/attorneys-general/whos-my-ag/virgin_islands/claude-e.-walker-acting.php,,Claude,Walker,Claude E. Walker,Virgin Islands,"	","34-38 Kronprindsens Gade, GERS Building, 2nd Floor, St. Thomas, Virgin Islands 00802",(340) 774-5666,http://usvidoj.codemeta.com/,,E.
